[2023-05-06 00:00:00] ID: 8473, Role: db-user, Search Type: keyword, Tag: 'carousingly althorn unjoyous korec', Result Count: 7, Duration: 1.43s
[2023-12-01 00:00:00] ID: 7320, Role: admin, Search Type: keyword, Tag: 'unsusceptibly vincibility roader', Result Count: 1, Duration: 0.54s
[2023-08-20 00:00:00] ID: 8003, Role: db-user, Search Type: keyword, Tag: 'multicylinder rottenness', Result Count: 29, Duration: 1.53s
[2022-01-10 00:00:00] ID: 8856, Role: api-user, Search Type: hybrid, Tag: 'buccula forepromise Muscovite', Result Count: 1, Duration: 4.3s
[2022-08-14 00:00:00] ID: 2492, Role: end-user, Search Type: hybrid, Tag: 'Discina healthy', Result Count: 14, Duration: 2.38s
[2022-09-07 00:00:00] ID: 1272, Role: db-user, Search Type: keyword, Tag: 'meadowsweet', Result Count: 19, Duration: 3.67s
[2022-06-03 00:00:00] ID: 1068, Role: api-user, Search Type: hybrid, Tag: 'sombrousness prefatorially doubtsome nonstop', Result Count: 6, Duration: 1.64s
[2023-09-17 00:00:00] ID: 3899, Role: api-user, Search Type: hybrid, Tag: 'amaurosis', Result Count: 26, Duration: 1.33s
[2023-01-30 00:00:00] ID: 1306, Role: admin, Search Type: hybrid, Tag: 'peaky supracostal eta', Result Count: 14, Duration: 3.78s
[2023-10-09 00:00:00] ID: 7179, Role: admin, Search Type: hybrid, Tag: 'orthognathous Potamobiidae prelegate', Result Count: 17, Duration: 2.07s
[2024-10-25 00:00:00] ID: 5901, Role: api-user, Search Type: hybrid, Tag: 'unbaptize czarevna adunc thranitic', Result Count: 27, Duration: 4.79s
[2023-08-13 00:00:00] ID: 8180, Role: admin, Search Type: hybrid, Tag: 'desiliconization restoration pauperdom', Result Count: 29, Duration: 1.39s
[2024-04-07 00:00:00] ID: 9437, Role: api-user, Search Type: keyword, Tag: 'apical mesometrium unliving', Result Count: 17, Duration: 0.87s
[2023-04-26 00:00:00] ID: 5805, Role: api-user, Search Type: hybrid, Tag: 'tentwort endocolitis', Result Count: 1, Duration: 2.95s
[2022-04-07 00:00:00] ID: 6510, Role: api-user, Search Type: hybrid, Tag: 'viperishly unfettled beclad', Result Count: 12, Duration: 4.66s
[2024-03-24 00:00:00] ID: 6281, Role: db-user, Search Type: hybrid, Tag: 'lymantriid', Result Count: 8, Duration: 3.17s
[2024-04-04 00:00:00] ID: 6135, Role: end-user, Search Type: keyword, Tag: 'contemporaneity transformator', Result Count: 23, Duration: 4.18s
[2024-02-16 00:00:00] ID: 8926, Role: end-user, Search Type: keyword, Tag: 'Typhlopidae neocyanine prosthionic', Result Count: 6, Duration: 1.7s
[2023-09-06 00:00:00] ID: 8760, Role: admin, Search Type: keyword, Tag: 'midparentage', Result Count: 14, Duration: 1.31s
[2024-12-27 00:00:00] ID: 4841, Role: admin, Search Type: hybrid, Tag: 'perspirability tewly', Result Count: 29, Duration: 3.79s
[2023-09-07 00:00:00] ID: 5999, Role: admin, Search Type: hybrid, Tag: 'neck clericity', Result Count: 20, Duration: 1.35s
[2022-02-01 00:00:00] ID: 5236, Role: api-user, Search Type: hybrid, Tag: 'nabla rotativism', Result Count: 17, Duration: 2.11s
[2023-08-23 00:00:00] ID: 4235, Role: db-user, Search Type: keyword, Tag: 'henad', Result Count: 11, Duration: 0.53s
[2024-10-23 00:00:00] ID: 3562, Role: db-user, Search Type: hybrid, Tag: 'venatory', Result Count: 5, Duration: 4.35s
[2023-11-07 00:00:00] ID: 5562, Role: db-user, Search Type: keyword, Tag: 'emberizidae berobed physicianess', Result Count: 3, Duration: 2.0s
[2022-03-01 00:00:00] ID: 2994, Role: admin, Search Type: keyword, Tag: 'offer hereafter thirdling afterreckoning', Result Count: 25, Duration: 2.55s
[2022-02-03 00:00:00] ID: 9701, Role: end-user, Search Type: hybrid, Tag: 'venturousness lagena entocondyle', Result Count: 3, Duration: 1.86s
[2023-08-04 00:00:00] ID: 3902, Role: end-user, Search Type: keyword, Tag: 'schoolteachery prophoric', Result Count: 19, Duration: 4.91s
[2022-04-08 00:00:00] ID: 6512, Role: db-user, Search Type: hybrid, Tag: 'chinchayote gorsechat quenchableness', Result Count: 27, Duration: 1.5s
[2023-06-01 00:00:00] ID: 2146, Role: api-user, Search Type: hybrid, Tag: 'tracheolaryngeal coupe foliose unincised', Result Count: 19, Duration: 1.46s
[2023-04-19 00:00:00] ID: 2602, Role: end-user, Search Type: keyword, Tag: 'mulctation poimenic grenadier', Result Count: 25, Duration: 2.18s
[2023-01-01 00:00:00] ID: 1711, Role: api-user, Search Type: keyword, Tag: 'bachelorize Phyllaurea xerophagy', Result Count: 9, Duration: 4.43s
[2024-08-28 00:00:00] ID: 2801, Role: admin, Search Type: keyword, Tag: 'Sporozoa', Result Count: 11, Duration: 2.39s
[2023-08-01 00:00:00] ID: 8661, Role: db-user, Search Type: hybrid, Tag: 'slovenlike', Result Count: 1, Duration: 2.19s
[2024-05-14 00:00:00] ID: 6592, Role: admin, Search Type: hybrid, Tag: 'monovalency batteryman paralysis thrutchings', Result Count: 15, Duration: 3.63s
[2023-07-15 00:00:00] ID: 7000, Role: admin, Search Type: keyword, Tag: 'semithoroughfare metaleptically', Result Count: 29, Duration: 1.84s
[2023-10-07 00:00:00] ID: 6029, Role: api-user, Search Type: keyword, Tag: 'drate hollow', Result Count: 25, Duration: 4.47s
[2024-11-09 00:00:00] ID: 7690, Role: db-user, Search Type: hybrid, Tag: 'usability', Result Count: 18, Duration: 3.98s
[2023-08-03 00:00:00] ID: 7692, Role: end-user, Search Type: keyword, Tag: 'foothalt', Result Count: 23, Duration: 4.46s
[2023-02-25 00:00:00] ID: 7185, Role: api-user, Search Type: hybrid, Tag: 'desuperheater', Result Count: 5, Duration: 1.4s
[2024-09-08 00:00:00] ID: 8665, Role: db-user, Search Type: keyword, Tag: 'eachwhere hyocholalic bladelet', Result Count: 10, Duration: 2.87s
[2024-02-11 00:00:00] ID: 6760, Role: db-user, Search Type: hybrid, Tag: 'Exonian housewares Kinderhook', Result Count: 13, Duration: 3.01s
[2024-06-21 00:00:00] ID: 2142, Role: end-user, Search Type: keyword, Tag: 'misfare soapberry Varronian', Result Count: 20, Duration: 1.69s
[2024-03-02 00:00:00] ID: 2816, Role: end-user, Search Type: hybrid, Tag: 'neuron whoof forgedly', Result Count: 4, Duration: 1.41s
[2023-03-17 00:00:00] ID: 2732, Role: end-user, Search Type: hybrid, Tag: 'stoning', Result Count: 4, Duration: 0.85s
[2022-09-29 00:00:00] ID: 5222, Role: db-user, Search Type: hybrid, Tag: 'Celebesian', Result Count: 4, Duration: 3.99s
[2023-06-13 00:00:00] ID: 1748, Role: db-user, Search Type: hybrid, Tag: 'prostatectomy', Result Count: 6, Duration: 4.02s
[2022-09-26 00:00:00] ID: 8072, Role: db-user, Search Type: keyword, Tag: 'nonsedentary perjured thaumatolatry prewillingly', Result Count: 1, Duration: 0.74s
[2023-02-11 00:00:00] ID: 3673, Role: admin, Search Type: hybrid, Tag: 'Wesleyism pachyglossia mononch', Result Count: 7, Duration: 1.69s
[2022-12-13 00:00:00] ID: 6282, Role: end-user, Search Type: keyword, Tag: 'forpine circumbasal podsolize', Result Count: 2, Duration: 0.53s
[2023-01-17 00:00:00] ID: 5586, Role: end-user, Search Type: keyword, Tag: 'scutate satinize', Result Count: 27, Duration: 1.82s
[2024-04-09 00:00:00] ID: 2310, Role: admin, Search Type: hybrid, Tag: 'verminiferous', Result Count: 7, Duration: 1.13s
[2022-06-12 00:00:00] ID: 7266, Role: api-user, Search Type: keyword, Tag: 'quixotry Pelargomorphae Nondeciduata', Result Count: 6, Duration: 0.6s
[2024-09-16 00:00:00] ID: 7485, Role: end-user, Search Type: keyword, Tag: 'bioral schwabacher', Result Count: 25, Duration: 3.26s
[2022-08-11 00:00:00] ID: 5899, Role: api-user, Search Type: keyword, Tag: 'chug niggery abele', Result Count: 19, Duration: 4.33s
[2023-11-29 00:00:00] ID: 7087, Role: api-user, Search Type: hybrid, Tag: 'irritating unpurchased pinchfisted Patripassianly', Result Count: 14, Duration: 1.76s
[2023-06-22 00:00:00] ID: 2618, Role: end-user, Search Type: hybrid, Tag: 'Zamiaceae pennet cladoptosis edifyingly', Result Count: 18, Duration: 2.15s
[2023-07-20 00:00:00] ID: 5393, Role: end-user, Search Type: hybrid, Tag: 'Stephanurus perished impoliticalness', Result Count: 9, Duration: 3.36s
[2023-11-22 00:00:00] ID: 3189, Role: api-user, Search Type: keyword, Tag: 'oecophobia entasis', Result Count: 26, Duration: 2.6s
[2022-03-03 00:00:00] ID: 6874, Role: db-user, Search Type: hybrid, Tag: 'deputy misbaptize May', Result Count: 13, Duration: 3.84s
[2024-03-12 00:00:00] ID: 8147, Role: api-user, Search Type: keyword, Tag: 'rhizotomy pitiedly', Result Count: 7, Duration: 0.7s
[2024-08-18 00:00:00] ID: 1699, Role: admin, Search Type: hybrid, Tag: 'brogger prescience rhabdium', Result Count: 14, Duration: 4.04s
[2022-12-17 00:00:00] ID: 1273, Role: api-user, Search Type: keyword, Tag: 'generall disclamatory', Result Count: 2, Duration: 1.1s
[2024-12-01 00:00:00] ID: 6464, Role: end-user, Search Type: hybrid, Tag: 'hydrosilicate thetics', Result Count: 15, Duration: 4.38s
[2024-05-25 00:00:00] ID: 6734, Role: admin, Search Type: hybrid, Tag: 'jocu prebreathe cockal psychogalvanic', Result Count: 24, Duration: 2.6s
[2022-06-24 00:00:00] ID: 2500, Role: db-user, Search Type: hybrid, Tag: 'bepile', Result Count: 21, Duration: 3.08s
[2022-04-02 00:00:00] ID: 6739, Role: admin, Search Type: hybrid, Tag: 'excerptor bombed chico clocker', Result Count: 8, Duration: 4.71s
[2023-01-29 00:00:00] ID: 4929, Role: db-user, Search Type: hybrid, Tag: 'retransplant quadrilobate profanism', Result Count: 19, Duration: 0.53s
[2024-02-22 00:00:00] ID: 6702, Role: db-user, Search Type: keyword, Tag: 'eyelike', Result Count: 10, Duration: 1.24s
[2024-05-18 00:00:00] ID: 3590, Role: db-user, Search Type: keyword, Tag: 'decimolar afikomen insolent', Result Count: 23, Duration: 0.66s
[2022-02-26 00:00:00] ID: 9475, Role: api-user, Search Type: hybrid, Tag: 'prephragma anthozoon', Result Count: 5, Duration: 4.72s
[2023-09-18 00:00:00] ID: 1391, Role: db-user, Search Type: hybrid, Tag: 'prothorax', Result Count: 14, Duration: 2.02s
[2023-09-15 00:00:00] ID: 1716, Role: admin, Search Type: keyword, Tag: 'pernitric', Result Count: 23, Duration: 0.55s
[2023-11-18 00:00:00] ID: 3751, Role: db-user, Search Type: hybrid, Tag: 'tue stipula tartufery nonfanatical', Result Count: 15, Duration: 0.88s
[2022-03-26 00:00:00] ID: 3975, Role: end-user, Search Type: keyword, Tag: 'agush interzone outbreeding', Result Count: 14, Duration: 4.85s
[2023-07-24 00:00:00] ID: 9294, Role: admin, Search Type: hybrid, Tag: 'nondivisional reconfuse fico broken', Result Count: 28, Duration: 4.9s
[2024-11-24 00:00:00] ID: 8931, Role: db-user, Search Type: hybrid, Tag: 'Sciaena allegator', Result Count: 6, Duration: 3.76s
[2022-09-10 00:00:00] ID: 4402, Role: db-user, Search Type: keyword, Tag: 'synovia prebenediction presatisfactory prodemocratic', Result Count: 28, Duration: 0.8s
[2023-06-09 00:00:00] ID: 6989, Role: db-user, Search Type: keyword, Tag: 'inconnu', Result Count: 5, Duration: 2.71s
[2024-04-20 00:00:00] ID: 8306, Role: admin, Search Type: hybrid, Tag: 'Slavization Boran miaul', Result Count: 4, Duration: 0.71s
[2023-05-01 00:00:00] ID: 1268, Role: admin, Search Type: hybrid, Tag: 'nutcrackery scaleback hoopstick onlepy', Result Count: 12, Duration: 4.9s
[2022-12-03 00:00:00] ID: 7161, Role: db-user, Search Type: keyword, Tag: 'nitric ebullience amphipod boreism', Result Count: 29, Duration: 4.93s
[2022-10-01 00:00:00] ID: 7909, Role: admin, Search Type: keyword, Tag: 'inarculum', Result Count: 22, Duration: 1.03s
[2023-12-10 00:00:00] ID: 9604, Role: end-user, Search Type: keyword, Tag: 'Otolithidae conservancy', Result Count: 19, Duration: 4.67s
[2023-02-23 00:00:00] ID: 3246, Role: end-user, Search Type: keyword, Tag: 'equisignal', Result Count: 4, Duration: 3.26s
[2024-06-11 00:00:00] ID: 4504, Role: admin, Search Type: keyword, Tag: 'dartingly vei', Result Count: 10, Duration: 2.43s
[2023-08-14 00:00:00] ID: 3459, Role: admin, Search Type: keyword, Tag: 'Tadousac unscamped', Result Count: 27, Duration: 1.2s
[2022-02-19 00:00:00] ID: 5217, Role: db-user, Search Type: keyword, Tag: 'centrosomic widener trailing', Result Count: 5, Duration: 1.18s
[2024-12-05 00:00:00] ID: 5819, Role: api-user, Search Type: hybrid, Tag: 'chicken myrica pantheon', Result Count: 18, Duration: 1.38s
[2022-12-12 00:00:00] ID: 4122, Role: api-user, Search Type: hybrid, Tag: 'Damnii', Result Count: 3, Duration: 4.58s
[2022-03-14 00:00:00] ID: 6845, Role: end-user, Search Type: hybrid, Tag: 'cobblery bloodworm myiferous', Result Count: 21, Duration: 4.46s
[2024-03-08 00:00:00] ID: 9830, Role: api-user, Search Type: keyword, Tag: 'cryptozonate handbolt', Result Count: 18, Duration: 4.22s
[2024-09-25 00:00:00] ID: 6391, Role: end-user, Search Type: keyword, Tag: 'ganoid voet semicannibalic', Result Count: 25, Duration: 4.62s
[2024-12-28 00:00:00] ID: 5690, Role: admin, Search Type: hybrid, Tag: 'theurgical Hottentotish haratch', Result Count: 5, Duration: 1.75s
[2022-03-04 00:00:00] ID: 4029, Role: api-user, Search Type: keyword, Tag: 'tranchet stereome', Result Count: 29, Duration: 2.06s
[2022-02-28 00:00:00] ID: 8708, Role: api-user, Search Type: keyword, Tag: 'suffruticose', Result Count: 16, Duration: 4.36s
[2024-10-19 00:00:00] ID: 4258, Role: db-user, Search Type: keyword, Tag: 'uncombining overcritically metrometer honeylipped', Result Count: 5, Duration: 4.6s
[2023-04-05 00:00:00] ID: 3710, Role: admin, Search Type: hybrid, Tag: 'overactiveness misprovide cling rastle', Result Count: 7, Duration: 4.49s
[2023-10-04 00:00:00] ID: 8301, Role: db-user, Search Type: hybrid, Tag: 'modernism', Result Count: 2, Duration: 2.71s
[2022-05-25 00:00:00] ID: 8426, Role: end-user, Search Type: keyword, Tag: 'fortunite barbarously seedlessness parfilage', Result Count: 22, Duration: 0.96s
[2024-02-16 00:00:00] ID: 9078, Role: end-user, Search Type: keyword, Tag: 'cystoadenoma shutterwise', Result Count: 24, Duration: 1.52s
[2023-12-30 00:00:00] ID: 6622, Role: admin, Search Type: hybrid, Tag: 'suffocatingly', Result Count: 1, Duration: 2.02s
[2024-05-11 00:00:00] ID: 5170, Role: db-user, Search Type: keyword, Tag: 'theophorous', Result Count: 7, Duration: 1.57s
[2023-06-17 00:00:00] ID: 4974, Role: api-user, Search Type: keyword, Tag: 'morong', Result Count: 9, Duration: 4.23s
[2024-09-13 00:00:00] ID: 8274, Role: api-user, Search Type: keyword, Tag: 'rhyotaxitic progredient homoanisic', Result Count: 1, Duration: 3.64s
[2024-01-18 00:00:00] ID: 3211, Role: db-user, Search Type: hybrid, Tag: 'mousiness Francomania chin borderism', Result Count: 15, Duration: 1.91s
[2022-06-06 00:00:00] ID: 3408, Role: api-user, Search Type: keyword, Tag: 'intermundial electropneumatic diploidion', Result Count: 7, Duration: 0.69s
[2024-09-22 00:00:00] ID: 1484, Role: admin, Search Type: keyword, Tag: 'inconstruable', Result Count: 9, Duration: 3.55s
[2023-10-12 00:00:00] ID: 7806, Role: admin, Search Type: hybrid, Tag: 'rataplan constructor countertally', Result Count: 16, Duration: 0.83s
[2023-10-17 00:00:00] ID: 7778, Role: api-user, Search Type: hybrid, Tag: 'ignorer dipterocarpous existability', Result Count: 28, Duration: 0.84s
[2022-10-16 00:00:00] ID: 9146, Role: end-user, Search Type: hybrid, Tag: 'elated Tartary Gyrinus', Result Count: 25, Duration: 2.13s
[2022-02-27 00:00:00] ID: 5157, Role: api-user, Search Type: hybrid, Tag: 'Justicia supervive', Result Count: 27, Duration: 1.15s
[2024-04-24 00:00:00] ID: 5832, Role: db-user, Search Type: hybrid, Tag: 'placeman corbeling coreceiver', Result Count: 26, Duration: 4.67s
[2023-01-25 00:00:00] ID: 4146, Role: admin, Search Type: keyword, Tag: 'Saccharomyces unaggravating triphenylmethyl', Result Count: 22, Duration: 4.5s
[2023-10-13 00:00:00] ID: 8565, Role: api-user, Search Type: keyword, Tag: 'extrathermodynamic apodema cled', Result Count: 1, Duration: 4.22s
[2023-12-29 00:00:00] ID: 2808, Role: admin, Search Type: keyword, Tag: 'Carlylesque', Result Count: 19, Duration: 0.81s
[2024-06-06 00:00:00] ID: 8590, Role: admin, Search Type: keyword, Tag: 'apollonicon hexastylos sinuate', Result Count: 15, Duration: 2.62s
[2022-03-23 00:00:00] ID: 1972, Role: db-user, Search Type: hybrid, Tag: 'rugmaker', Result Count: 21, Duration: 1.1s
[2023-10-11 00:00:00] ID: 5508, Role: end-user, Search Type: keyword, Tag: 'stosh discountenancer summerlike', Result Count: 13, Duration: 0.73s
[2024-10-10 00:00:00] ID: 7079, Role: api-user, Search Type: keyword, Tag: 'begaud platformy yearock', Result Count: 28, Duration: 2.23s
[2023-02-24 00:00:00] ID: 1619, Role: api-user, Search Type: hybrid, Tag: 'anthela perendination chorism strew', Result Count: 7, Duration: 2.14s
[2022-09-10 00:00:00] ID: 5450, Role: db-user, Search Type: hybrid, Tag: 'manipulatable lamblike', Result Count: 24, Duration: 2.11s
[2024-10-19 00:00:00] ID: 8747, Role: api-user, Search Type: hybrid, Tag: 'melanoblast schout recessional', Result Count: 23, Duration: 1.28s
[2022-02-26 00:00:00] ID: 2933, Role: end-user, Search Type: hybrid, Tag: 'orational spook', Result Count: 19, Duration: 4.5s
[2022-09-27 00:00:00] ID: 4863, Role: admin, Search Type: hybrid, Tag: 'pinguescent atheizer quadriphyllous sannyasi', Result Count: 14, Duration: 4.2s
[2023-10-21 00:00:00] ID: 1721, Role: end-user, Search Type: keyword, Tag: 'bobjerom Quakerish ecesic thereaways', Result Count: 5, Duration: 4.25s
[2024-10-21 00:00:00] ID: 5802, Role: api-user, Search Type: keyword, Tag: 'victorine Lappula utopian', Result Count: 5, Duration: 3.64s
[2023-06-12 00:00:00] ID: 6650, Role: admin, Search Type: hybrid, Tag: 'apsidiole angustifoliate', Result Count: 5, Duration: 1.15s
[2024-01-11 00:00:00] ID: 7103, Role: admin, Search Type: hybrid, Tag: 'rotiferous', Result Count: 11, Duration: 2.18s
[2022-04-12 00:00:00] ID: 7979, Role: admin, Search Type: keyword, Tag: 'sheepherding fiducial dustwoman anoegenetic', Result Count: 18, Duration: 0.51s
[2022-10-24 00:00:00] ID: 8142, Role: admin, Search Type: hybrid, Tag: 'counterchanged superpetrosal', Result Count: 17, Duration: 2.07s
[2024-06-17 00:00:00] ID: 8858, Role: end-user, Search Type: hybrid, Tag: 'underwarp resack Tenuirostres', Result Count: 19, Duration: 4.24s
[2023-01-09 00:00:00] ID: 1298, Role: api-user, Search Type: hybrid, Tag: 'lighter communard slype', Result Count: 16, Duration: 3.49s
[2022-10-12 00:00:00] ID: 5387, Role: api-user, Search Type: keyword, Tag: 'electrostriction', Result Count: 3, Duration: 1.08s
[2023-04-16 00:00:00] ID: 1777, Role: api-user, Search Type: hybrid, Tag: 'isonomy microbalance pilkins', Result Count: 10, Duration: 3.72s
[2024-08-31 00:00:00] ID: 3020, Role: api-user, Search Type: hybrid, Tag: 'songland wavemark', Result Count: 21, Duration: 2.52s
[2022-05-04 00:00:00] ID: 8291, Role: admin, Search Type: hybrid, Tag: 'aglycosuric', Result Count: 27, Duration: 4.02s
[2024-07-15 00:00:00] ID: 1145, Role: admin, Search Type: keyword, Tag: 'sootless tortuous reflectivity', Result Count: 9, Duration: 0.75s
[2022-12-18 00:00:00] ID: 5678, Role: api-user, Search Type: hybrid, Tag: 'undiocesed Otomian', Result Count: 13, Duration: 3.67s
[2024-06-02 00:00:00] ID: 1097, Role: admin, Search Type: keyword, Tag: 'creeshie geohydrologist ultrapopish phototelescope', Result Count: 22, Duration: 1.22s
[2022-11-21 00:00:00] ID: 8773, Role: api-user, Search Type: keyword, Tag: 'driftpin hydrargyric gazetteerish sectiuncle', Result Count: 14, Duration: 2.41s
[2024-04-23 00:00:00] ID: 7151, Role: api-user, Search Type: keyword, Tag: 'epicardium miasmatology', Result Count: 25, Duration: 1.4s
[2022-08-08 00:00:00] ID: 3062, Role: admin, Search Type: keyword, Tag: 'mayday azophen', Result Count: 8, Duration: 1.68s
[2023-05-08 00:00:00] ID: 2299, Role: end-user, Search Type: hybrid, Tag: 'fiche offscum', Result Count: 11, Duration: 3.9s
[2023-05-13 00:00:00] ID: 5078, Role: end-user, Search Type: keyword, Tag: 'meng nonpumpable silentiary', Result Count: 28, Duration: 3.9s
[2022-10-28 00:00:00] ID: 5023, Role: end-user, Search Type: hybrid, Tag: 'Phronimidae monodramatist', Result Count: 21, Duration: 4.59s
[2024-07-13 00:00:00] ID: 1210, Role: end-user, Search Type: hybrid, Tag: 'neurosome Tiphiidae Aristolochiaceae', Result Count: 24, Duration: 2.86s
[2023-09-07 00:00:00] ID: 8207, Role: end-user, Search Type: hybrid, Tag: 'bellowsful kareeta endosperm', Result Count: 11, Duration: 3.03s
[2024-11-08 00:00:00] ID: 5004, Role: db-user, Search Type: hybrid, Tag: 'glossolabial', Result Count: 11, Duration: 1.96s
[2024-02-23 00:00:00] ID: 1857, Role: api-user, Search Type: keyword, Tag: 'mitriform', Result Count: 21, Duration: 4.17s
[2023-09-07 00:00:00] ID: 1783, Role: end-user, Search Type: keyword, Tag: 'monopectinate', Result Count: 13, Duration: 2.27s
[2024-08-15 00:00:00] ID: 3050, Role: db-user, Search Type: keyword, Tag: 'counterpull bugology Hermesianism', Result Count: 11, Duration: 1.26s
[2022-12-09 00:00:00] ID: 8490, Role: admin, Search Type: hybrid, Tag: 'allege', Result Count: 24, Duration: 0.5s
[2023-09-12 00:00:00] ID: 2257, Role: api-user, Search Type: keyword, Tag: 'unci honoress', Result Count: 28, Duration: 2.96s
[2022-11-16 00:00:00] ID: 4548, Role: db-user, Search Type: keyword, Tag: 'knife costicartilaginous edacity', Result Count: 23, Duration: 0.74s
[2023-01-13 00:00:00] ID: 5290, Role: db-user, Search Type: keyword, Tag: 'kemple merrymeeting Shiitic', Result Count: 11, Duration: 4.03s
[2022-12-20 00:00:00] ID: 6518, Role: db-user, Search Type: hybrid, Tag: 'metabolizable', Result Count: 20, Duration: 4.58s
[2023-09-09 00:00:00] ID: 1050, Role: api-user, Search Type: hybrid, Tag: 'temacha norwards Flutidae', Result Count: 16, Duration: 4.42s
[2022-10-19 00:00:00] ID: 2917, Role: end-user, Search Type: hybrid, Tag: 'thirteen misfashion', Result Count: 28, Duration: 4.23s
[2022-02-05 00:00:00] ID: 5512, Role: api-user, Search Type: hybrid, Tag: 'revelability knolly karma phosphoglycerate', Result Count: 28, Duration: 3.59s
[2023-04-14 00:00:00] ID: 7809, Role: admin, Search Type: hybrid, Tag: 'outfight didactyl libido', Result Count: 27, Duration: 2.41s
[2022-01-09 00:00:00] ID: 6276, Role: api-user, Search Type: keyword, Tag: 'gabbroitic', Result Count: 27, Duration: 2.8s
[2023-12-12 00:00:00] ID: 4589, Role: db-user, Search Type: hybrid, Tag: 'procyoniform clypeus', Result Count: 22, Duration: 4.09s
[2023-03-02 00:00:00] ID: 3233, Role: db-user, Search Type: keyword, Tag: 'struthious eyeshade mediant', Result Count: 23, Duration: 1.45s
[2024-04-26 00:00:00] ID: 8307, Role: db-user, Search Type: hybrid, Tag: 'afterworld interweavement temperish', Result Count: 17, Duration: 2.83s
[2024-05-07 00:00:00] ID: 9960, Role: admin, Search Type: hybrid, Tag: 'prattler salient lapillo tinamou', Result Count: 15, Duration: 3.28s
[2023-06-18 00:00:00] ID: 3848, Role: end-user, Search Type: keyword, Tag: 'hugely syndactylia', Result Count: 1, Duration: 1.67s
[2023-04-06 00:00:00] ID: 8674, Role: api-user, Search Type: keyword, Tag: 'superoptimal', Result Count: 27, Duration: 1.89s
[2023-04-09 00:00:00] ID: 2737, Role: api-user, Search Type: hybrid, Tag: 'mosasauroid heretical', Result Count: 18, Duration: 1.07s
[2022-03-01 00:00:00] ID: 4314, Role: admin, Search Type: hybrid, Tag: 'nonrectangular reprove lose resemblingly', Result Count: 13, Duration: 4.03s
[2022-10-08 00:00:00] ID: 2918, Role: admin, Search Type: hybrid, Tag: 'epopoeist', Result Count: 19, Duration: 3.21s
[2023-02-27 00:00:00] ID: 3433, Role: admin, Search Type: keyword, Tag: 'paleornithology manwards punt Iddio', Result Count: 2, Duration: 0.83s
[2023-01-16 00:00:00] ID: 8264, Role: end-user, Search Type: hybrid, Tag: 'pilosism rotorcraft polyparasitic', Result Count: 26, Duration: 2.43s
[2024-11-04 00:00:00] ID: 2511, Role: admin, Search Type: keyword, Tag: 'bara overfanciful', Result Count: 23, Duration: 3.11s
[2023-11-26 00:00:00] ID: 7577, Role: end-user, Search Type: hybrid, Tag: 'drumheads panclastic pseudographize immunist', Result Count: 28, Duration: 0.68s
[2022-09-12 00:00:00] ID: 1312, Role: end-user, Search Type: keyword, Tag: 'chest validness', Result Count: 7, Duration: 2.44s
[2022-06-13 00:00:00] ID: 9165, Role: end-user, Search Type: hybrid, Tag: 'millerite disquieter pewy dysmeromorphic', Result Count: 12, Duration: 1.47s
[2024-12-10 00:00:00] ID: 5755, Role: api-user, Search Type: keyword, Tag: 'hydriatry moundlet oystered Helipterum', Result Count: 27, Duration: 3.4s
[2022-09-28 00:00:00] ID: 4558, Role: db-user, Search Type: hybrid, Tag: 'Ebionitic colloquial synergistic', Result Count: 9, Duration: 0.85s
[2023-02-18 00:00:00] ID: 7004, Role: admin, Search Type: keyword, Tag: 'smallish reseiser urluch esterify', Result Count: 6, Duration: 0.78s
[2023-06-06 00:00:00] ID: 4250, Role: admin, Search Type: keyword, Tag: 'witchering', Result Count: 25, Duration: 3.78s
[2023-09-11 00:00:00] ID: 8807, Role: db-user, Search Type: keyword, Tag: 'splenopancreatic', Result Count: 7, Duration: 2.99s
[2024-03-24 00:00:00] ID: 5078, Role: db-user, Search Type: hybrid, Tag: 'Perry spellbinding', Result Count: 27, Duration: 1.1s
[2024-10-23 00:00:00] ID: 6255, Role: admin, Search Type: hybrid, Tag: 'Ptinus Gnathostoma emerited ovarin', Result Count: 3, Duration: 3.94s
[2022-12-01 00:00:00] ID: 7675, Role: api-user, Search Type: keyword, Tag: 'iliocaudalis blennoptysis debt locustid', Result Count: 25, Duration: 1.1s
[2024-02-16 00:00:00] ID: 2565, Role: end-user, Search Type: hybrid, Tag: 'upway', Result Count: 7, Duration: 2.82s
[2022-02-27 00:00:00] ID: 1614, Role: api-user, Search Type: keyword, Tag: 'skewness', Result Count: 24, Duration: 1.36s
[2024-10-10 00:00:00] ID: 1748, Role: end-user, Search Type: keyword, Tag: 'subendorse meningomyelocele sanitarian', Result Count: 26, Duration: 0.94s
[2022-11-18 00:00:00] ID: 3558, Role: db-user, Search Type: hybrid, Tag: 'Cuailnge beaded', Result Count: 4, Duration: 3.58s
[2022-03-12 00:00:00] ID: 6263, Role: api-user, Search Type: keyword, Tag: 'rougemontite', Result Count: 19, Duration: 4.97s
[2022-09-26 00:00:00] ID: 3618, Role: admin, Search Type: keyword, Tag: 'unhaggling pteropodial', Result Count: 19, Duration: 1.37s
[2023-10-06 00:00:00] ID: 4552, Role: end-user, Search Type: keyword, Tag: 'madreporite', Result Count: 1, Duration: 2.92s
[2022-07-03 00:00:00] ID: 8711, Role: db-user, Search Type: keyword, Tag: 'inturbidate', Result Count: 9, Duration: 3.3s
